OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9454694,4547,2017/03/08 10:00:00+00,1990.04,2017/04/04 08:00:00+00,570157016,1083 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0104,R-BLDG,R-SFDETACH
9454695,4546,2017/03/08 10:00:00+00,1990.04,2017/05/16 08:00:00+00,570157015,1081 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0103,R-BLDG,R-SFDETACH
9454705,4536,2017/03/03 10:00:00+00,103.84,2017/03/24 08:00:00+00,330255000,103 W MAIN ST,ISSUE,0,Addition,,BN-17-0093,C-BLDG,C-ADD
9454708,4533,2017/03/01 10:00:00+00,185.44,2017/03/15 08:00:00+00,21B004500,1115 5TH ST SW,EXPIRED,0,Replace Roof Covering,,BN-17-0090,B-CONVERT,B-REPROOF
9454717,4524,2017/02/23 10:00:00+00,205.84,2017/03/15 08:00:00+00,280040000,306 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-17-0081,C-BLDG,C-TENUP
9454719,4522,2017/02/22 10:00:00+00,1990.04,2017/05/01 08:00:00+00,570157012,1073 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0079,R-BLDG,R-SFDETACH
9454720,4521,2017/02/22 10:00:00+00,1990.04,2017/04/03 08:00:00+00,570157011,1071 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0078,R-BLDG,R-SFDETACH
9454721,4520,2017/02/22 10:00:00+00,1990.04,2017/08/18 08:00:00+00,570157008,1061 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0077,R-BLDG,R-SFDETACH
9454733,4508,2017/02/15 10:00:00+00,283.16,2017/03/24 08:00:00+00,22B197000,1025 5TH ST SW,CLOSED,0,Interior and Exterior Renovations,,BN-17-0065,B-CONVERT,B-INTEXTRE
9454754,4487,2017/02/03 10:00:00+00,103.84,2017/02/22 10:00:00+00,540161000,1117 E MARKET ST,CLOSED,0,Tenant Upfit,,BN-17-0044,C-BLDG,C-TENUP
9454755,4486,2017/02/02 10:00:00+00,144.64,2017/02/15 10:00:00+00,280061000,210 E WATER ST,CLOSED,0,Tenant Upfit,,BN-17-0043,C-BLDG,C-TENUP
9454759,4482,2017/01/31 10:00:00+00,20350.04,2017/03/15 08:00:00+00,530162300,550 E WATER ST,CLOSED,0,Apartment/Condo/Multistory Unit,,BN-17-0039,C-BLDG,C-APTCOND
9454761,4480,2017/01/31 10:00:00+00,107.92,2017/02/23 10:00:00+00,280026100,919 2ND ST SE,CLOSED,0,Addition,,BN-17-0037,C-BLDG,C-ADD
9454762,4479,2017/01/30 10:00:00+00,91.6,2017/02/02 10:00:00+00,330213000,218 3RD ST NE,ISSUE,0,Foundation Only,,BN-17-0036,B-CONVERT,B-FNDONLY
9454764,4477,2017/01/27 10:00:00+00,61,2017/03/09 10:00:00+00,55A121000,1615 E MARKET ST,CLOSED,0,Enclosure of Porch/Deck,,BN-17-0034,B-CONVERT,B-ENCPORCH
9454773,4468,2017/01/20 10:00:00+00,904.04,2017/02/14 10:00:00+00,530160000,800 E MARKET ST,CLOSED,0,Addition,,BN-17-0025,C-BLDG,C-ADD
9454776,4465,2017/01/17 10:00:00+00,6274.04,2017/03/23 08:00:00+00,280208100,522 2ND ST SE,CLOSED,0,Tenant Upfit,,BN-17-0022,C-BLDG,C-TENUP
9454777,4464,2017/01/13 10:00:00+00,61,2017/02/14 10:00:00+00,22B196000,1029 5TH ST SW,CLOSED,0,Addition,,BN-17-0021,R-BLDG,R-BLDGADD
9454784,4457,2017/01/10 10:00:00+00,1990.04,2017/03/16 08:00:00+00,570157010,1065 E WATER ST,CLOSED,0,Single Family Detached,,BN-17-0014,R-BLDG,R-SFDETACH
9454788,4453,2017/01/06 10:00:00+00,708.2,2017/01/06 10:00:00+00,100078000,900 W MAIN ST,EXPIRED,0,Replace Roof Covering,,BN-17-0010,B-CONVERT,B-REPROOF
9454793,4448,2017/01/04 10:00:00+00,148.72,2017/02/01 10:00:00+00,530080000,606 E MARKET ST,CLOSED,0,Interior Renovations,,BN-17-0005,B-CONVERT,B-INTREN
9454798,4443,2016/12/30 10:00:00+00,1990.04,2017/03/08 10:00:00+00,570157009,1063 E WATER ST,CLOSED,0,Single Family Detached,,BN-16-0593,R-BLDG,R-SFDETACH
9454800,4441,2016/12/28 10:00:00+00,205.84,2017/01/30 10:00:00+00,530054303,408 E MARKET ST 303,EXPIRED,0,Addition,,BN-16-0591,R-BLDG,R-BLDGADD
9454802,4439,2016/12/27 10:00:00+00,1378.04,2017/01/20 10:00:00+00,100059000,1211 W MAIN ST,CLOSED,0,Addition,,BN-16-0589,C-BLDG,C-ADD
9454818,4423,2016/12/15 10:00:00+00,144.64,2017/01/18 10:00:00+00,100050000,1001 W MAIN ST,CLOSED,0,Tenant Upfit,,BN-16-0573,C-BLDG,C-TENUP
9454821,4420,2016/12/12 10:00:00+00,61,2017/02/10 10:00:00+00,560123100,1808 E MARKET ST,EXPIRED,0,Deck Addition,,BN-16-0570,B-CONVERT,B-DECKADD
9454858,4383,2016/12/02 10:00:00+00,61,2017/02/24 10:00:00+00,290174000,405 5TH ST SW,ISSUE,0,Basement - Finishing,,BN-16-0533,R-BLDG,R-BASEMENT
9454861,4380,2016/11/30 10:00:00+00,2143.04,2017/01/17 10:00:00+00,570157013,1075 E WATER ST,CLOSED,0,Single Family Detached,,BN-16-0530,R-BLDG,R-SFDETACH
9454862,4379,2016/11/29 10:00:00+00,751.04,2016/12/27 10:00:00+00,330248000,111 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-16-0529,C-BLDG,C-TENUP
9454863,4378,2016/11/28 10:00:00+00,144.64,2016/12/19 10:00:00+00,280208000,929 2ND ST SE,ISSUE,0,Tenant Upfit,,BN-16-0528,C-BLDG,C-TENUP
9454870,4371,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157019,1089 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0521,B-CONVERT,B-FNDONLY
9454871,4370,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157018,1087 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0520,B-CONVERT,B-FNDONLY
9454872,4369,2016/11/18 10:00:00+00,136.48,2016/12/29 10:00:00+00,570157017,1085  E WATER ST,EXPIRED,0,Foundation Only,,BN-16-0519,B-CONVERT,B-FNDONLY
9454873,4368,2016/11/18 10:00:00+00,136.48,2016/12/29 10:00:00+00,570157016,1083 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0518,B-CONVERT,B-FNDONLY
9454874,4367,2016/11/18 10:00:00+00,136.48,2016/12/29 10:00:00+00,570157015,1081 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0517,B-CONVERT,B-FNDONLY
9454875,4366,2016/11/18 10:00:00+00,136.48,2016/12/29 10:00:00+00,570157014,1077  E WATER ST,CLOSED,0,Foundation Only,,BN-16-0516,B-CONVERT,B-FNDONLY
9454876,4365,2016/11/18 10:00:00+00,136.48,2016/12/29 10:00:00+00,570157013,1075 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0515,B-CONVERT,B-FNDONLY
9454877,4364,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157012,1073 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0514,B-CONVERT,B-FNDONLY
9454878,4363,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157011,1071 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0513,B-CONVERT,B-FNDONLY
9454879,4362,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157010,1065 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0512,B-CONVERT,B-FNDONLY
9454880,4361,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157009,1063 E WATER ST,EXPIRED,0,Foundation Only,,BN-16-0511,B-CONVERT,B-FNDONLY
9454881,4360,2016/11/18 10:00:00+00,136.48,2016/12/28 10:00:00+00,570157008,1061 E WATER ST,CLOSED,0,Foundation Only,,BN-16-0510,B-CONVERT,B-FNDONLY
9454882,4359,2016/11/18 10:00:00+00,146.48,,22B233100,1061 5TH ST SW,CANCELLED,0,Foundation Only,,BN-16-0509,B-CONVERT,B-FNDONLY
9454894,4347,2016/11/14 10:00:00+00,61,2016/11/14 10:00:00+00,100064000,1106 W MAIN ST,ISSUE,0,Underground Tank Removal,,BN-16-0497,B-CONVERT,B-UNDREM
9454923,4318,2016/10/25 08:00:00+00,177.28,2016/10/25 08:00:00+00,530055000,400-402 E MARKET ST,EXPIRED,0,Replace Roof Covering,,BN-16-0468,B-CONVERT,B-REPROOF
9454927,4314,2016/10/21 08:00:00+00,105472.22,2017/02/22 10:00:00+00,310170000,853 W MAIN ST,CLOSED,0,Apartment/Condo/Multistory Unit,,BN-16-0464,C-BLDG,C-APTCOND
9454935,4306,2016/10/17 08:00:00+00,268.88,2016/11/01 08:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Interior Renovations,,BN-16-0456,B-CONVERT,B-INTREN
9454945,4296,2016/10/07 08:00:00+00,75.28,2016/10/25 08:00:00+00,330222000,114 3RD ST NE,CLOSED,0,Interior and Exterior Renovations,,BN-16-0446,B-CONVERT,B-INTEXTRE
9454946,4295,2016/10/05 08:00:00+00,50644.04,2016/11/28 10:00:00+00,310170000,853 W MAIN ST,CLOSED,0,Foundation Only,,BN-16-0445,B-CONVERT,B-FNDONLY
9454956,4285,2016/09/28 08:00:00+00,75.28,2016/09/28 08:00:00+00,530064000,425 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-16-0435,C-BLDG,C-TENUP
9454963,4278,2016/09/26 08:00:00+00,112,2016/09/26 08:00:00+00,310169000,901 W MAIN ST,CLOSED,0,Underground Tank Removal,,BN-16-0428,B-CONVERT,B-UNDREM
9454982,4259,2016/09/14 08:00:00+00,35.5,2016/09/14 08:00:00+00,330195000,101 E MARKET ST,CLOSED,0,Amusement Device,,BN-16-0409,C-BLDG,C-AMUSEDVC
9454983,4258,2016/09/13 08:00:00+00,1378.04,2016/09/13 08:00:00+00,280016007,108 W MAIN ST G,CLOSED,0,Interior Renovations,,BN-16-0408,B-CONVERT,B-INTREN
9454990,4251,2016/09/09 08:00:00+00,353.54,2016/09/09 08:00:00+00,280025000,118 E MAIN ST,CLOSED,0,Interior Renovations,,BN-16-0401,B-CONVERT,B-INTREN
9455020,4221,2016/08/24 08:00:00+00,144.64,2016/09/07 08:00:00+00,2800371C0,221 E WATER ST,CLOSED,0,Interior Renovations,,BN-16-0371,B-CONVERT,B-INTREN
9455025,4216,2016/08/23 08:00:00+00,83.44,2016/09/08 08:00:00+00,280049000,414 E MAIN ST,CLOSED,0,Interior Renovations,,BN-16-0366,B-CONVERT,B-INTREN
9455026,4215,2016/08/23 08:00:00+00,75.28,,330221000,300 E MARKET ST,CANCELLED,0,Interior Renovations,,BN-16-0365,B-CONVERT,B-INTREN
9455029,4212,2016/08/22 08:00:00+00,399.44,2016/09/29 08:00:00+00,320020000,305 4TH ST NW,ISSUE,0,Interior Renovations,,BN-16-0362,B-CONVERT,B-INTREN
9455031,4210,2016/08/19 08:00:00+00,720.44,2016/09/22 08:00:00+00,330233000,225 E MAIN ST,CLOSED,0,Exterior Renovation,,BN-16-0360,B-CONVERT,B-EXTREN
9455045,4196,2016/08/11 08:00:00+00,1286.24,2016/09/13 08:00:00+00,100050000,1001 W MAIN ST STE 1,CLOSED,0,Tenant Upfit,,BN-16-0346,C-BLDG,C-TENUP
9455057,4184,2016/08/04 08:00:00+00,87.52,2016/08/16 08:00:00+00,560115100,1616 E MARKET ST,CLOSED,0,Foundation Only,,BN-16-0334,B-CONVERT,B-FNDONLY
9455060,4181,2016/08/03 08:00:00+00,61,2016/08/03 08:00:00+00,280208100,522 2ND ST SE,EXPIRED,0,Tent,,BN-16-0331,B-CONVERT,B-TENT
9455075,4166,2016/07/27 08:00:00+00,124.24,2016/07/27 08:00:00+00,530094000,212 5TH ST NE,EXPIRED,0,Replace Roof Covering,,BN-16-0316,B-CONVERT,B-REPROOF
9455101,4140,2016/07/14 08:00:00+00,480.56,2016/09/26 08:00:00+00,100068000,1000 W MAIN ST STE A,CLOSED,0,Tenant Upfit,,BN-16-0290,C-BLDG,C-TENUP
9455102,4139,2016/07/13 08:00:00+00,116.08,,560115100,1616 E MARKET ST,CLOSED,0,Foundation Only,,BN-16-0289,B-CONVERT,B-FNDONLY
9455105,4136,2016/07/12 08:00:00+00,980.54,2016/07/28 08:00:00+00,320174000,507 W MAIN ST,CLOSED,0,Interior Renovations,,BN-16-0286,B-CONVERT,B-INTREN
9455109,4132,2016/07/08 08:00:00+00,70840.04,2016/09/19 08:00:00+00,100064000,1106 W MAIN ST,CLOSED,0,New Commercial Building,,BN-16-0282,C-BLDG,C-NEW
9455130,4111,2016/06/21 08:00:00+00,332.12,2016/06/21 08:00:00+00,280023000,110 E MAIN ST,EXPIRED,0,Replace Roof Covering,,BN-16-0261,B-CONVERT,B-REPROOF
9455136,4105,2016/06/16 08:00:00+00,1072.04,,280016007,108 2ND ST SW UNIT G,CANCELLED,0,Interior Renovations,,BN-16-0255,B-CONVERT,B-INTREN
9455141,4100,2016/06/10 08:00:00+00,1378.04,2016/06/29 08:00:00+00,560124000,1812 E MARKET ST,EXPIRED,0,Addition,,BN-16-0250,R-BLDG,R-BLDGADD
9455147,4094,2016/06/08 08:00:00+00,61,2016/06/08 08:00:00+00,280208000,955 2ND ST SE,ISSUE,0,Tent,,BN-16-0244,B-CONVERT,B-TENT
9455188,4053,2016/05/17 08:00:00+00,83.44,2016/06/02 08:00:00+00,330248000,105 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-16-0203,C-BLDG,C-TENUP
9455202,4039,2016/05/11 08:00:00+00,506.54,2016/05/11 08:00:00+00,280208100,921 2ND ST SE,ISSUE,0,Tenant Upfit,,BN-16-0189,C-BLDG,C-TENUP
9455210,4031,2016/05/06 08:00:00+00,61,2016/05/06 08:00:00+00,280208100,572 2ND ST SE,ISSUE,0,Tent,,BN-16-0181,B-CONVERT,B-TENT
9455223,4018,2016/04/29 08:00:00+00,61,2016/04/29 08:00:00+00,280208000,955  2ND ST SE,ISSUE,0,Tent,,BN-16-0168,B-CONVERT,B-TENT
9455253,3988,2016/04/07 08:00:00+00,61,2016/04/07 08:00:00+00,530160000,800 E MARKET ST,EXPIRED,0,Tent,,BN-16-0138,B-CONVERT,B-TENT
9455254,3987,2016/04/07 08:00:00+00,181.36,2016/04/07 08:00:00+00,540145000,1100-06 E MARKET ST,EXPIRED,0,Replace Roof Covering,,BN-16-0137,B-CONVERT,B-REPROOF
9455267,3974,2016/03/29 08:00:00+00,87.52,2016/04/08 08:00:00+00,22B200000,1011 5TH ST SW,CLOSED,0,Interior and Exterior Repairs,,BN-16-0124,B-CONVERT,B-INTEXTRP
9455273,3968,2016/03/24 08:00:00+00,5050.04,2016/04/12 08:00:00+00,330270000,206 W MARKET ST,CLOSED,0,Addition,,BN-16-0118,C-BLDG,C-ADD
9455285,3956,2016/03/21 08:00:00+00,79.36,2016/03/21 08:00:00+00,320089000,233 4TH ST NW,EXPIRED,0,Addition,,BN-16-0106,C-BLDG,C-ADD
9455287,3954,2016/03/15 08:00:00+00,91.6,2016/04/06 08:00:00+00,530080000,606 E MARKET ST,ISSUE,0,Interior Renovations,,BN-16-0104,B-CONVERT,B-INTREN
9455291,3950,2016/03/11 10:00:00+00,83.44,2016/03/21 08:00:00+00,21B051000, 5TH ST SW,CLOSED,0,Sign,,BN-16-0100,C-BLDG,C-SIGN
9455293,3948,2016/03/10 10:00:00+00,79.36,2016/03/31 08:00:00+00,530080000,605 E MAIN ST,ISSUE,0,Interior Renovations,,BN-16-0098,B-CONVERT,B-INTREN
9455307,3934,2016/03/02 10:00:00+00,61,2016/03/31 08:00:00+00,540142000,1017 E MARKET ST,EXPIRED,0,ADA Ramp,,BN-16-0084,B-CONVERT,B-ADARAMP
9455316,3925,2016/02/25 10:00:00+00,79.36,2016/02/26 10:00:00+00,550039000,1339 E MARKET ST,ISSUE,0,Foundation Only,,BN-16-0075,B-CONVERT,B-FNDONLY
9455320,3921,2016/02/24 10:00:00+00,209.92,2016/02/24 10:00:00+00,280208100,945 2ND ST SE,CLOSED,0,Interior Renovations,,BN-16-0071,B-CONVERT,B-INTREN
9455331,3910,2016/02/12 10:00:00+00,289.28,2016/04/04 08:00:00+00,100068000,1000 W MAIN ST,CLOSED,0,Swimming Pool,,BN-16-0060,B-CONVERT,B-SWMPOOL
9455333,3908,2016/02/11 10:00:00+00,430.04,2016/03/15 08:00:00+00,21B003A00,1193 5TH ST SW,ISSUE,0,Addition,,BN-16-0058,C-BLDG,C-ADD
9455336,3905,2016/02/10 10:00:00+00,116.08,2016/03/30 08:00:00+00,22B234000,1055 5TH ST SW,CLOSED,0,Interior and Exterior Renovations,,BN-16-0055,B-CONVERT,B-INTEXTRE
9455337,3904,2016/02/10 10:00:00+00,573.56,2016/03/16 08:00:00+00,100050000,1001 W MAIN ST,ISSUE,0,Interior Renovations,,BN-16-0054,B-CONVERT,B-INTREN
9455341,3900,2016/02/05 10:00:00+00,165.04,2016/03/02 10:00:00+00,280026000,120 E MAIN ST,CLOSED,0,Addition,,BN-16-0050,C-BLDG,C-ADD
9455351,3890,2016/01/29 10:00:00+00,469.82,2016/02/17 10:00:00+00,530160000,800 E MARKET ST,CLOSED,0,Tenant Upfit,,BN-16-0040,C-BLDG,C-TENUP
9455354,3887,2016/01/27 10:00:00+00,61,2016/01/27 10:00:00+00,280208100,963  2ND ST SE,ISSUE,0,Tent,,BN-16-0037,B-CONVERT,B-TENT
9455358,3883,2016/01/21 10:00:00+00,236.24,2016/05/05 08:00:00+00,280052000,422 E MAIN ST,ISSUE,0,Addition,,BN-16-0033,C-BLDG,C-ADD
9455375,3866,2016/01/08 10:00:00+00,140.56,2016/02/03 10:00:00+00,090074000,111 14TH ST NW,ISSUE,0,Tenant Upfit,,BN-16-0016,C-BLDG,C-TENUP
9455397,3844,2015/12/23 10:00:00+00,368.84,2016/01/19 10:00:00+00,280045000,400 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-15-0569,C-BLDG,C-TENUP
9455400,3841,2015/12/22 10:00:00+00,103.84,2015/12/22 10:00:00+00,290012000,416 W MAIN ST,CLOSED,0,Interior Renovations,,BN-15-0566,B-CONVERT,B-INTREN
9455402,3839,2015/12/22 10:00:00+00,598.04,2015/12/22 10:00:00+00,330277000,220 W MARKET ST,CLOSED,0,Tenant Upfit,,BN-15-0564,C-BLDG,C-TENUP
9455421,3820,2015/12/07 10:00:00+00,244.4,2015/12/07 10:00:00+00,530051000,401 E MARKET ST,EXPIRED,0,Replace Roof Covering,,BN-15-0545,B-CONVERT,B-REPROOF
9455434,3807,2015/11/20 10:00:00+00,384.14,2016/01/26 10:00:00+00,320157000,701 W MAIN ST,CLOSED,0,Tenant Upfit,,BN-15-0532,C-BLDG,C-TENUP
9455436,3805,2015/11/17 10:00:00+00,83.44,2015/12/09 10:00:00+00,330229000,313 E MAIN ST,EXPIRED,0,Addition,,BN-15-0530,C-BLDG,C-ADD
9455445,3796,2015/11/06 10:00:00+00,1219.68,2015/12/16 10:00:00+00,340083000,806 2ND ST NE,CLOSED,0,Addition,,BN-15-0521,R-BLDG,R-BLDGADD
9455446,3795,2015/11/06 10:00:00+00,79.36,2015/11/20 10:00:00+00,21B049000,1154 5TH ST SW,CLOSED,0,Sign,,BN-15-0520,C-BLDG,C-SIGN
9455447,3794,2015/11/06 10:00:00+00,61,2015/11/20 10:00:00+00,21B048000,1150 5TH ST SW,CLOSED,0,Sign,,BN-15-0519,C-BLDG,C-SIGN
9455476,3765,2015/10/29 08:00:00+00,107.92,2015/11/02 10:00:00+00,340083000,806 2ND ST NE,EXPIRED,0,Repair Foundation,,BN-15-0490,B-CONVERT,B-REPFOUND
9455479,3762,2015/10/29 08:00:00+00,236.24,2015/11/16 10:00:00+00,100050000,1001 W MAIN ST,ISSUE,0,Repair Structure,,BN-15-0487,B-CONVERT,B-REPSTR
9455482,3759,2015/10/28 08:00:00+00,61,2015/10/28 08:00:00+00,280208100,522 2ND ST SE,ISSUE,0,Tent,,BN-15-0484,B-CONVERT,B-TENT
9455483,3758,2015/10/28 08:00:00+00,112,2015/11/16 10:00:00+00,290049000,202 5TH ST SW,EXPIRED,0,Construction/Office Trailer,,BN-15-0483,C-BLDG,C-TRAILER
9455488,3753,2015/10/26 08:00:00+00,124.24,2015/11/13 10:00:00+00,290105000,303 5TH ST SW,CLOSED,0,Basement - Finishing,,BN-15-0478,R-BLDG,R-BASEMENT
9455496,3745,2015/10/21 08:00:00+00,165.04,2015/11/16 10:00:00+00,100016000,1309 W MAIN ST,EXPIRED,0,Other,,BN-15-0470,C-BLDG,C-BLDGOTH
9455501,3740,2015/10/20 08:00:00+00,83.44,2015/11/11 10:00:00+00,320150000,731 W MAIN ST,EXPIRED,0,Addition,,BN-15-0465,R-BLDG,R-BLDGADD
9455514,3727,2015/10/14 08:00:00+00,103.84,2015/10/27 08:00:00+00,320192000,333 W MAIN ST,EXPIRED,0,Interior Renovations,,BN-15-0452,B-CONVERT,B-INTREN
9455515,3726,2015/10/14 08:00:00+00,124.24,2015/11/05 10:00:00+00,330245000,119 E MAIN ST STE 200,CLOSED,0,Interior Renovations,,BN-15-0451,B-CONVERT,B-INTREN
9455517,3724,2015/10/09 08:00:00+00,165.04,2015/10/19 08:00:00+00,330237000,215 E MAIN ST,EXPIRED,0,Sign,,BN-15-0449,C-BLDG,C-SIGN
9455521,3720,2015/10/06 08:00:00+00,193.6,2015/10/06 08:00:00+00,330019300,505 2ND ST NE,CLOSED,0,Interior Renovations,,BN-15-0445,B-CONVERT,B-INTREN
9455533,3708,2015/09/25 08:00:00+00,61,2015/09/25 08:00:00+00,530160000,800 E MARKET ST,EXPIRED,0,Tent,,BN-15-0433,B-CONVERT,B-TENT
9455538,3703,2015/09/23 08:00:00+00,399.44,2015/10/01 08:00:00+00,100078000,900 W MAIN ST,EXPIRED,0,Addition,,BN-15-0428,C-BLDG,C-ADD
9455541,3700,2015/09/23 08:00:00+00,430.04,2015/11/02 10:00:00+00,330229000,313 E MAIN ST,CLOSED,0,Tenant Upfit,,BN-15-0425,C-BLDG,C-TENUP
9455553,3688,2015/09/15 08:00:00+00,25.5,2015/09/15 08:00:00+00,330195000,101 E MARKET ST,CLOSED,0,Amusement Device,,BN-15-0413,C-BLDG,C-AMUSEDVC
9455555,3686,2015/09/15 08:00:00+00,189.72,2015/10/01 08:00:00+00,320171000,609 W MAIN ST,EXPIRED,0,Wheelchair Lift,,BN-15-0411,B-CONVERT,B-WHEELCHR
9455556,3685,2015/09/15 08:00:00+00,197.88,2015/09/25 08:00:00+00,530160000,800 E MARKET ST,CLOSED,0,Wheelchair Lift,,BN-15-0410,B-CONVERT,B-WHEELCHR
9455561,3680,2015/09/11 08:00:00+00,307.64,2015/09/29 08:00:00+00,290017000,324 W MAIN ST,CLOSED,0,Interior Renovations,,BN-15-0405,B-CONVERT,B-INTREN
9455567,3674,2015/09/08 08:00:00+00,103.84,,320174000,513 W MAIN ST,CLOSED,0,Addition,,BN-15-0399,C-BLDG,C-ADD
9455572,3669,2015/09/01 08:00:00+00,368.84,2015/09/01 08:00:00+00,320156000,709 W MAIN ST,CLOSED,0,Interior and Exterior Repairs,,BN-15-0394,B-CONVERT,B-INTEXTRP
9455583,3658,2015/08/26 08:00:00+00,95.68,2015/09/02 08:00:00+00,330019300,505 2ND ST NE,CLOSED,0,Repair Foundation,,BN-15-0383,B-CONVERT,B-REPFOUND
9455592,3649,2015/08/21 08:00:00+00,79.36,2015/08/21 08:00:00+00,320192000,333 W MAIN ST,EXPIRED,0,Interior Demolition Only,,BN-15-0374,B-CONVERT,B-INTDEMO
9455595,3646,2015/08/19 08:00:00+00,579.68,2015/10/02 08:00:00+00,530160000,800 E MARKET ST,CLOSED,0,Interior Renovations,,BN-15-0371,B-CONVERT,B-INTREN
9455601,3640,2015/08/18 08:00:00+00,140.56,2015/08/18 08:00:00+00,330258000,109 W MAIN ST,EXPIRED,0,Replace Roof Covering,,BN-15-0365,B-CONVERT,B-REPROOF
9455605,3636,2015/08/14 08:00:00+00,8477.24,2015/11/09 10:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Addition,,BN-15-0361,C-BLDG,C-ADD
9455663,3578,2015/07/16 08:00:00+00,751.04,2015/08/27 08:00:00+00,330268000,211 W MAIN ST,CLOSED,0,Interior and Exterior Renovations,,BN-15-0303,B-CONVERT,B-INTEXTRE
9455683,3558,2015/07/01 08:00:00+00,891.8,2015/07/23 08:00:00+00,55A115000,1601 E MARKET ST,CLOSED,0,Addition,,BN-15-0283,R-BLDG,R-BLDGADD
9455685,3556,2015/07/01 08:00:00+00,353.54,2015/07/21 08:00:00+00,320020000,305 4TH ST NW,CLOSED,0,Interior Renovations,,BN-15-0281,B-CONVERT,B-INTREN
9455695,3546,2015/06/26 08:00:00+00,95.68,2015/07/07 08:00:00+00,100016000,1309 W MAIN ST,EXPIRED,0,Sign,,BN-15-0271,C-BLDG,C-SIGN
9455698,3543,2015/06/26 08:00:00+00,124.24,2015/06/30 08:00:00+00,330231000,108 3RD ST NE,EXPIRED,0,Addition,,BN-15-0268,C-BLDG,C-ADD
9455702,3539,2015/06/24 08:00:00+00,353.54,2015/07/10 08:00:00+00,280084240,250 W MAIN ST 803,CLOSED,0,Interior Renovations,,BN-15-0264,B-CONVERT,B-INTREN
9455703,3538,2015/06/22 08:00:00+00,751.04,2015/07/07 08:00:00+00,280084170,250 W MAIN ST 604,CLOSED,0,Interior Renovations,,BN-15-0263,B-CONVERT,B-INTREN
9455713,3528,2015/06/15 08:00:00+00,205.84,2015/06/23 08:00:00+00,320020000,305 4TH ST NW,CLOSED,0,Interior Renovations,,BN-15-0253,B-CONVERT,B-INTREN
9455739,3502,2015/05/28 08:00:00+00,79.36,2015/06/19 08:00:00+00,280208000,929 2ND ST SE,ISSUE,0,Interior Renovations,,BN-15-0227,B-CONVERT,B-INTREN
9455752,3489,2015/05/18 08:00:00+00,62682.08,2015/09/01 08:00:00+00,100068000,1000 W MAIN ST,CLOSED,0,Apartment/Condo/Multistory Unit,,BN-15-0214,C-BLDG,C-APTCOND
9455759,3482,2015/05/14 08:00:00+00,384.14,2015/07/06 08:00:00+00,320171000,609 W MAIN ST,CLOSED,0,Addition,,BN-15-0207,C-BLDG,C-ADD
9455767,3474,2015/05/12 08:00:00+00,61,2015/06/02 08:00:00+00,530162100,600 E WATER ST,ISSUE,0,Sign,,BN-15-0199,C-BLDG,C-SIGN
9455799,3442,2015/04/30 08:00:00+00,61,2015/04/30 08:00:00+00,320165100,625 W MAIN ST,ISSUE,0,Tent,,BN-15-0167,B-CONVERT,B-TENT
9455802,3439,2015/04/30 08:00:00+00,95.68,2015/05/13 08:00:00+00,330057000,421 4TH ST NE,CLOSED,0,Foundation Only,,BN-15-0164,B-CONVERT,B-FNDONLY
9455812,3429,2015/04/27 08:00:00+00,61,2015/05/29 08:00:00+00,300003000,852 W MAIN ST STE 108,CLOSED,0,Interior and Exterior Renovations,,BN-15-0154,B-CONVERT,B-INTEXTRE
9455821,3420,2015/04/22 08:00:00+00,79.36,2015/05/27 08:00:00+00,280208100,522 2ND ST SE,ISSUE,0,Tenant Upfit,,BN-15-0145,C-BLDG,C-TENUP
9455828,3413,2015/04/16 08:00:00+00,177.28,2015/05/06 08:00:00+00,560114100,1612 E MARKET ST,CLOSED,0,Porch Addition,,BN-15-0138,B-CONVERT,B-PORCHADD
